what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328199231097
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328199267681
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328199292751
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328199302718
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328199345837
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328199375019
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1328199405106
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1328199467882
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328199542286
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328199653773
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328199674903
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328199701527
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328199803257
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328200020166
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328200035843
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328200056912
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328200384066
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328200668148
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328200671495
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328200674169
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1328200750264
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1328200758686
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328200795034
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328200804600
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1328200809234
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1328200816336
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1328200820214
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1328200821809
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1328200824326
started,bundle,org.eclipse.m2e.launching,1.0.100.20110804-1717,"org.eclipse.m2e.launching",1328200885339
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328200886869
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328200890682
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328200899900
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328200908234
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328200945161
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328200981096
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328201015894
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328201042906
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328201061206
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328201075876
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1328201076040
