what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328217598433
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328217619016
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328217638378
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328217678380
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328217678787
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328217679043
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328217806661
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328217811407
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328217812290
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328217814875
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328217815834
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328217816227
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328217827666
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328217830594
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328217831245
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328217831663
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328217897838
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328217904318
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328217905002
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328217905378
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328217936439
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328217941747
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328217942539
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328217942897
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328217959457
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328217971339
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328217972208
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328217973486
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328217973954
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328217976290
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328217976791
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328217977161
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328217994371
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328218009862
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328218010434
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328218010826
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328218068443
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328218093673
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328218094563
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328218094994
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328218117109
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328218126495
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328218127009
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328218127405
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328218156280
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328218171054
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328218171674
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328218172066
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328218182155
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328218192598
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328218193169
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328218193565
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328218203397
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328218209508
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328218210171
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328218210524
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328218244942
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328218249651
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328218250017
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328218250411
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328218274330
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328218286040
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328218286813
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328218287226
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328218295083
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328218302032
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328218302323
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328218302681
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328218306834
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328218323893
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328218470304
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328218475958
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328218476473
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328218476830
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328218489819
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328218497059
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328218497562
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328218497811
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328223221473
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328223230760
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328223230909
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328223231355
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328223662804
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328223665255
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328223845855
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328223870921
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328223873252
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328223877218
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328223927203
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328224294281
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328239225591
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328239228930
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328239232536
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328239233091
stopped,bundle,org.eclipse.m2e.logback.configuration,1.0.100.20110804-1717,"org.eclipse.m2e.logback.configuration",1328239236372
stopped,bundle,org.eclipse.m2e.discovery,1.0.100.20110804-1717,"org.eclipse.m2e.discovery",1328239236453
stopped,bundle,org.eclipse.m2e.refactoring,1.0.100.20110804-1717,"org.eclipse.m2e.refactoring",1328239236493
stopped,bundle,org.eclipse.m2e.editor,1.0.100.20110804-1717,"org.eclipse.m2e.editor",1328239236668
stopped,bundle,org.eclipse.m2e.editor.xml,1.0.100.20110804-1717,"org.eclipse.m2e.editor.xml",1328239236686
stopped,bundle,org.eclipse.m2e.jdt,1.0.100.20110804-1717,"org.eclipse.m2e.jdt",1328239236746
stopped,bundle,org.eclipse.m2e.launching,1.0.100.20110804-1717,"org.eclipse.m2e.launching",1328239236746
stopped,bundle,org.eclipse.m2e.usagedata,1.0.100.20110804-1717,"org.eclipse.m2e.usagedata",1328239236746
stopped,bundle,org.eclipse.ui.cheatsheets,3.4.100.v20110425,"org.eclipse.ui.cheatsheets",1328239236746
stopped,bundle,org.eclipse.help.ui,3.5.101.r37_20110819,"org.eclipse.help.ui",1328239236746
stopped,bundle,org.eclipse.help.webapp,3.6.0.v20110518,"org.eclipse.help.webapp",1328239236895
stopped,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1328239236895
stopped,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1328239236896
stopped,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1328239236896
stopped,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1328239236896
stopped,bundle,org.eclipse.help.base,3.6.1.v201109091335,"org.eclipse.help.base",1328239236896
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1328665605033
started,bundle,org.eclipse.osgi,3.7.1.R37x_v20110808-1106,"org.eclipse.osgi",1328665605035
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110502-1955,"org.eclipse.equinox.simpleconfigurator",1328665605069
started,bundle,com.ibm.icu,4.4.2.v20110208,"com.ibm.icu",1328665605085
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1328665605110
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1328665605111
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1328665605148
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1328665605149
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110505-0800,"org.eclipse.core.filebuffers",1328665605150
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1328665605151
started,bundle,org.eclipse.core.jobs,3.5.100.v20110404,"org.eclipse.core.jobs",1328665605175
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1328665605177
started,bundle,org.eclipse.core.resources,3.7.100.v20110510-0712,"org.eclipse.core.resources",1328665605178
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1328665605179
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1328665605186
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1328665605194
started,bundle,org.eclipse.core.variables,3.2.500.v20110511,"org.eclipse.core.variables",1328665605195
started,bundle,org.eclipse.debug.core,3.7.0.v20110518,"org.eclipse.debug.core",1328665605196
started,bundle,org.eclipse.egit.core,1.1.0.201109151100-r,"org.eclipse.egit.core",1328665605197
started,bundle,org.eclipse.egit.ui,1.1.0.201109151100-r,"org.eclipse.egit.ui",1328665605200
started,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1328665605200
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1328665605201
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1328665605202
started,bundle,org.eclipse.equinox.app,1.3.100.v20110321,"org.eclipse.equinox.app",1328665605203
started,bundle,org.eclipse.equinox.common,3.6.0.v20110523,"org.eclipse.equinox.common",1328665605208
started,bundle,org.eclipse.equinox.ds,1.3.1.R37x_v20110701,"org.eclipse.equinox.ds",1328665605218
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1328665605254
started,bundle,org.eclipse.equinox.p2.core,2.1.0.v20110502-1955,"org.eclipse.equinox.p2.core",1328665605286
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110502-1955,"org.eclipse.equinox.p2.directorywatcher",1328665605292
started,bundle,org.eclipse.equinox.p2.engine,2.1.0.v20110511,"org.eclipse.equinox.p2.engine",1328665605293
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110510,"org.eclipse.equinox.p2.metadata",1328665605329
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110511-1359,"org.eclipse.equinox.p2.metadata.repository",1328665605330
started,bundle,org.eclipse.equinox.p2.operations,2.1.0.v20110511-1821,"org.eclipse.equinox.p2.operations",1328665605365
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110510,"org.eclipse.equinox.p2.reconciler.dropins",1328665605366
started,bundle,org.eclipse.equinox.p2.repository,2.1.0.v20110601,"org.eclipse.equinox.p2.repository",1328665605410
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110502-1955,"org.eclipse.equinox.p2.ui.sdk.scheduler",1328665605411
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110502-1955,"org.eclipse.equinox.p2.updatechecker",1328665605465
started,bundle,org.eclipse.equinox.preferences,3.4.1.R37x_v20110725,"org.eclipse.equinox.preferences",1328665605466
started,bundle,org.eclipse.equinox.registry,3.5.101.R37x_v20110810-1611,"org.eclipse.equinox.registry",1328665605467
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1328665605469
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1328665605536
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1328665605627
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1328665605628
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1328665605629
started,bundle,org.eclipse.jdt.core,3.7.1.v_B76_R37x,"org.eclipse.jdt.core",1328665605630
started,bundle,org.eclipse.jdt.core.manipulation,1.4.0.v20110505-0800,"org.eclipse.jdt.core.manipulation",1328665605630
started,bundle,org.eclipse.jdt.launching,3.6.1.v20110803_r371,"org.eclipse.jdt.launching",1328665605656
started,bundle,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui",1328665605656
started,bundle,org.eclipse.jface,3.7.0.I20110522-1430,"org.eclipse.jface",1328665605698
started,bundle,org.eclipse.jgit,1.1.0.201109151100-r,"org.eclipse.jgit",1328665605699
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1328665605700
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r371_v20110824-0800,"org.eclipse.ltk.core.refactoring",1328665605701
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring",1328665605702
started,bundle,org.eclipse.m2e.logback.configuration,1.0.100.20110804-1717,"org.eclipse.m2e.logback.configuration",1328665605734
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.2.v20110903-0100,"org.eclipse.mylyn.bugzilla.core",1328665605736
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1328665605737
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1328665605762
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1328665605762
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1328665605804
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1328665605805
started,bundle,org.eclipse.mylyn.context.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.ui",1328665605806
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1328665605807
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.2.v20110826-0100,"org.eclipse.mylyn.tasks.ui",1328665605808
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1328665605809
started,bundle,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search",1328665605811
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1328665605812
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1328665605813
started,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110510-0800,"org.eclipse.team.cvs.ui",1328665605815
started,bundle,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui",1328665605817
started,bundle,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui",1328665605819
started,bundle,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console",1328665605820
started,bundle,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.editors",1328665605820
started,bundle,org.eclipse.ui.forms,3.5.100.v20110425,"org.eclipse.ui.forms",1328665606219
started,bundle,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.ide",1328665606221
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1328665606222
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1328665606224
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1328665606225
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1328665606227
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1328665606298
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1328665606300
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1328665606301
started,bundle,org.eclipse.wb.discovery.core,1.1.0.r37x201109091028,"org.eclipse.wb.discovery.core",1328665606380
started,bundle,org.eclipse.wb.discovery.ui,1.1.0.r37x201109091028,"org.eclipse.wb.discovery.ui",1328665606381
os,sysinfo,,,"win32",1328665606386
arch,sysinfo,,,"x86",1328665606386
ws,sysinfo,,,"win32",1328665606386
locale,sysinfo,,,"en_US",1328665606386
processors,sysinfo,,,"8",1328665606386
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1328665606386
java.runtime.version,sysinfo,,,"1.6.0_30-b12",1328665606386
java.specification.name,sysinfo,,,"Java Platform API Specification",1328665606386
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1328665606386
java.specification.version,sysinfo,,,"1.6",1328665606386
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1328665606386
java.version,sysinfo,,,"1.6.0_30",1328665606386
java.vm.info,sysinfo,,,"mixed mode, sharing",1328665606386
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1328665606386
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1328665606386
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1328665606386
java.vm.specification.version,sysinfo,,,"1.0",1328665606386
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1328665606386
